source,source_lot_id,lot_url,sale_date_utc,sale_local_time,location_city,location_state,vin,year,make,model,title_status,condition_notes
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2014_Toyota_Tacoma_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",New York,NY,,2014,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2024_Toyota_Tundra_Cre_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",New York,NY,,2024,TOYOTA,Tundra Cre,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2024_Toyota_Tundra_Crewmax_Sr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",New York,NY,,2024,TOYOTA,Tundra Crewmax Sr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2024_Toyota_Tundra_Double_Cab_Sr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",New York,NY,,2024,TOYOTA,Tundra Double Cab Sr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2024_Toyota_Tundra_Crewmax_Platinum_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",New York,NY,,2024,TOYOTA,Tundra Crewmax Platinum,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2014_Toyota_Tacoma_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Providence,RI,,2014,TOYOTA,Tacoma,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2014_Toyota_Tacoma_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2014,TOYOTA,Tacoma,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2024_Toyota_Tundra_Cre_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2024,TOYOTA,Tundra Cre,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2024_Toyota_Tundra_Double_Cab_Sr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2024,TOYOTA,Tundra Double Cab Sr,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2024_Toyota_Tundra_Crewmax_Sr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2024,TOYOTA,Tundra Crewmax Sr,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2024_Toyota_Tundra_Crewmax_Platinum_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2024,TOYOTA,Tundra Crewmax Platinum,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2014_Toyota_Tacoma_Dou_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,,Future Sale,Providence,RI,,2014,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2013_Toyota_Tacoma_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Hartford,CT,,2013,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2013_Toyota_Tacoma_Dou_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Hartford,CT,,2013,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2013_Toyota_Tacoma_Dou_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,,Future Sale,Boston,MA,,2013,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2022_Toyota_Tundra_Double_Cab_Limited_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",New York,NY,,2022,TOYOTA,Tundra Double Cab Limited,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2022_Toyota_Tundra_Cre_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",New York,NY,,2022,TOYOTA,Tundra Cre,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2012_Toyota_Tacoma_Dou_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Hartford,CT,,2012,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2012_Toyota_Tacoma_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Hartford,CT,,2012,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2012_Toyota_Tacoma_Double_Cab_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,2025-10-02T18:00:00+00:00,"October 02, 2025 2:00 PM",Providence,RI,,2012,TOYOTA,Tacoma Double Cab,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2022_Toyota_Tundra_Double_Cab_Limited_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2022,TOYOTA,Tundra Double Cab Limited,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2022_Toyota_Tundra_Cre_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2022,TOYOTA,Tundra Cre,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2012_Toyota_Tacoma_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,,Future Sale,Providence,RI,,2012,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2012_Toyota_Tacoma_Double_Cab_Long_Bed_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,,Future Sale,Providence,RI,,2012,TOYOTA,Tacoma Double Cab Long Bed,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2011_Toyota_Tacoma_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",New York,NY,,2011,TOYOTA,Tacoma Dou,unknown,
ct_statewide_auction,ct_statewide_5_S31,https://www.statewideauction.com/,,"Tuesday, September 23 at 03:50 PM EST",Meriden,CT,5TFPX4EN4BX004486,2011,Toyota,Tacoma,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2011_Toyota_Tacoma_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2011,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ma_2021_Toyota_Tundra_Crewmax_Limited_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ma,,,Boston,MA,,2021,TOYOTA,Tundra Crewmax Limited,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2011_Toyota_Tacoma_Dou_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,,Future Sale,Providence,RI,,2011,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2008_Toyota_Tacoma_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",New York,NY,,2008,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2008_Toyota_Tacoma_Acc_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",New York,NY,,2008,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2010_Toyota_Tacoma_Double_Cab_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",New York,NY,,2010,TOYOTA,Tacoma Double Cab,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2005_Toyota_Tacoma_Dou_Rochester,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-22T18:00:00+00:00,"September 22, 2025 2:00 PM",Rochester,NY,,2005,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2020_Toyota_Tundra_Crewmax_Sr5_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",New York,NY,,2020,TOYOTA,Tundra Crewmax Sr5,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2008_Toyota_Tacoma_Acc_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Hartford,CT,,2008,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2005_Toyota_Tacoma_Access_Cab_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Hartford,CT,,2005,TOYOTA,Tacoma Access Cab,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2002_Toyota_Tacoma_Xtracab_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Hartford,CT,,2002,TOYOTA,Tacoma Xtracab,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2008_Toyota_Tacoma_Pre_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Hartford,CT,,2008,TOYOTA,Tacoma Pre,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2008_Toyota_Tacoma_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Boston,MA,,2008,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2008_Toyota_Tacoma_Access_Cab_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Boston,MA,,2008,TOYOTA,Tacoma Access Cab,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2001_Toyota_Tacoma_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Boston,MA,,2001,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2007_Toyota_Tacoma_Dou_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Boston,MA,,2007,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2005_Toyota_Tacoma_Dou_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Boston,MA,,2005,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2007_Toyota_Tacoma_Acc_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Boston,MA,,2007,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2007_Toyota_Tacoma_Double_Cab_Long_Bed_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Boston,MA,,2007,TOYOTA,Tacoma Double Cab Long Bed,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2001_Toyota_Tacoma_Dou_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Providence,RI,,2001,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_nj_2010_Toyota_Tacoma_Newark,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-nj,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Newark,NJ,,2010,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2008_Toyota_Tacoma_Access_Cab_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Hartford,CT,,2008,TOYOTA,Tacoma Access Cab,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2010_Toyota_Tacoma_Acc_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Hartford,CT,,2010,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2001_Toyota_Tacoma_Dou_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Hartford,CT,,2001,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2009_Toyota_Tacoma_Dou_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Boston,MA,,2009,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2006_Toyota_Tacoma_Acc_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Boston,MA,,2006,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2008_Toyota_Tacoma_Acc_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Boston,MA,,2008,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2003_Toyota_Tacoma_Xtr_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Boston,MA,,2003,TOYOTA,Tacoma Xtr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2002_Toyota_Tacoma_Xtr_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Boston,MA,,2002,TOYOTA,Tacoma Xtr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2004_Toyota_Tacoma_Xtr_Albany,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Albany,NY,,2004,TOYOTA,Tacoma Xtr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2000_Toyota_Tacoma_Xtr_Albany,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",Albany,NY,,2000,TOYOTA,Tacoma Xtr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2006_Toyota_Tacoma_Acc_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Hartford,CT,,2006,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2009_Toyota_Tacoma_Acc_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Hartford,CT,,2009,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2004_Toyota_Tacoma_Dou_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Hartford,CT,,2004,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2005_Toyota_Tacoma_Acc_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Hartford,CT,,2005,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2009_Toyota_Tacoma_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Hartford,CT,,2009,TOYOTA,Tacoma,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ct_2005_Toyota_Tacoma_Dou_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ct,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Hartford,CT,,2005,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ma_2010_Toyota_Tacoma_Dou_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ma,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Boston,MA,,2010,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2002_Toyota_Tacoma_Dou_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Providence,RI,,2002,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2009_Toyota_Tacoma_Acc_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,2025-10-02T18:00:00+00:00,"October 02, 2025 2:00 PM",Providence,RI,,2009,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2004_Toyota_Tacoma_Dou_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,2025-10-02T18:00:00+00:00,"October 02, 2025 2:00 PM",Providence,RI,,2004,TOYOTA,Tacoma Dou,unknown,
ct_statewide_auction,ct_statewide_5_Q15,https://www.statewideauction.com/,,Next Tuesday at 3:45 PM EST,Meriden,CT,5TEUU42N09Z628580,2009,Toyota,Tacoma,unknown,
ct_statewide_auction,ct_statewide_5_S28,https://www.statewideauction.com/,,"Tuesday, September 23 at 03:50 PM EST",Meriden,CT,3TMLU42N79M022864,2009,Toyota,Tacoma,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2004_Toyota_Tacoma_Xtr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2004,TOYOTA,Tacoma Xtr,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2008_Toyota_Tacoma_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2008,TOYOTA,Tacoma,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2008_Toyota_Tacoma_Acc_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2008,TOYOTA,Tacoma Acc,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2005_Toyota_Tacoma_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2005,TOYOTA,Tacoma Dou,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2010_Toyota_Tacoma_Double_Cab_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2010,TOYOTA,Tacoma Double Cab,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2000_Toyota_Tacoma_Xtr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2000,TOYOTA,Tacoma Xtr,unknown,
ny_abetter_bid,abetter_bid_toyota_tacoma_2006_Toyota_Tacoma_Pre_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2006,TOYOTA,Tacoma Pre,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2020_Toyota_Tundra_Crewmax_Sr5_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2020,TOYOTA,Tundra Crewmax Sr5,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2004_Toyota_Tacoma_Xtr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2004,TOYOTA,Tacoma Xtr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2005_Toyota_Tacoma_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2005,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2000_Toyota_Tacoma_Xtr_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,,New York,NY,,2000,TOYOTA,Tacoma Xtr,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ny_2006_Toyota_Tacoma_Pre_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ny,,Future Sale,New York,NY,,2006,TOYOTA,Tacoma Pre,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ma_2020_Toyota_Tundra_Dou_Boston,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ma,,,Boston,MA,,2020,TOYOTA,Tundra Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2007_Toyota_Tacoma_Access_Cab_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,,Future Sale,Providence,RI,,2007,TOYOTA,Tacoma Access Cab,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2007_Toyota_Tacoma_Acc_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,,Future Sale,Providence,RI,,2007,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_ri_2003_Toyota_Tacoma_Dou_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-ri,,Future Sale,Providence,RI,,2003,TOYOTA,Tacoma Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tacoma_nj_2009_Toyota_Tacoma_Acc_Newark,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tacoma/state-nj,,Future Sale,Newark,NJ,,2009,TOYOTA,Tacoma Acc,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ri_2019_Toyota_Tundra_Dou_Providence,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ri,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",Providence,RI,,2019,TOYOTA,Tundra Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ct_2018_Toyota_Tundra_Dou_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ct,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Hartford,CT,,2018,TOYOTA,Tundra Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ct_2016_Toyota_Tundra_Dou_Hartford,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ct,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",Hartford,CT,,2016,TOYOTA,Tundra Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2016_Toyota_Tundra_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-25T18:00:00+00:00,"September 25, 2025 2:00 PM",New York,NY,,2016,TOYOTA,Tundra Dou,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2016_Toyota_Tundra_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2016,TOYOTA,Tundra Dou,unknown,
abetter_bid_northeast,abetter_bid_toyota_tundra_ny_2015_Toyota_Tundra_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,2025-09-24T18:00:00+00:00,"September 24, 2025 2:00 PM",New York,NY,,2015,TOYOTA,Tundra Dou,unknown,
ny_abetter_bid,abetter_bid_toyota_tundra_2015_Toyota_Tundra_Dou_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-toyota/model-tundra/state-ny,,,New York,NY,,2015,TOYOTA,Tundra Dou,unknown,
abetter_bid_northeast,abetter_bid_nissan_frontier_ny_2023_Nissan_Frontier_S_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-nissan/model-frontier/state-ny,2025-09-23T18:00:00+00:00,"September 23, 2025 2:00 PM",New York,NY,,2023,NISSAN,Frontier S,unknown,
ny_abetter_bid,abetter_bid_nissan_frontier_2023_Nissan_Frontier_S_New_York,https://abetter.bid/en/car-finder/type-automobiles/make-nissan/model-frontier/state-ny,,,New York,NY,,2023,NISSAN,Frontier S,unknown,
abetter_bid_northeast,abetter_bid_nissan_frontier_nj_2023_Nissan_Frontier_S_Newark,https://abetter.bid/en/car-finder/type-automobiles/make-nissan/model-frontier/state-nj,,Future Sale,Newark,NJ,,2023,NISSAN,Frontier S,unknown,
